Ticket_ID,Date_Ouverture,Date_Fermeture,Département,Catégorie,Sous_Catégorie,Priorité,Technicien,Canal,Temps_Resolution_h,SLA,Satisfaction,Jour_Semaine,Heure_Ouverture,Mois,SLA_Binaire
HD005292,2025-03-09 14:17:55.959071,2025-03-09 18:39:05.685949,Direction,Messagerie,Exchange,Faible,TECH_05,Téléphone,4.35,Respecté,4,Sunday,14,3,1
HD005293,2025-08-10 15:30:16.871081,2025-08-11 04:34:28.330883,Production,Réseau,VPN,Critique,TECH_10,Téléphone,13.07,Dépassé,2,Sunday,15,8,0
HD005294,2025-06-23 13:02:28.262156,2025-06-23 17:03:53.590567,Production,Active Directory,Mot de passe,Haute,TECH_06,Téléphone,4.02,Respecté,5,Monday,13,6,1
HD005295,2025-06-06 00:48:12.274729,2025-06-06 16:51:00.756025,Production,Sécurité,Antivirus,Moyenne,TECH_01,Téléphone,16.05,Dépassé,2,Friday,0,6,0
HD005296,2025-06-11 23:48:45.952533,2025-06-12 06:02:27.514331,Direction,Messagerie,Exchange,Moyenne,TECH_08,Téléphone,6.23,Respecté,4,Wednesday,23,6,1
HD005297,2025-09-17 21:44:10.692926,2025-09-18 03:52:16.539091,RH,Matériel,PC,Moyenne,TECH_01,Téléphone,6.13,Respecté,4,Wednesday,21,9,1
HD005298,2025-03-23 15:31:27.810661,2025-03-23 20:51:23.146365,Juridique,Logiciel,Office,Faible,TECH_04,Portail,5.33,Respecté,4,Sunday,15,3,1
HD005299,2025-10-04 05:10:28.317073,2025-10-04 18:52:25.880472,Direction,Sécurité,Phishing,Moyenne,TECH_01,Email,13.7,Dépassé,2,Saturday,5,10,0
HD005300,2025-05-03 15:34:23.612918,2025-05-03 18:25:23.734269,Direction,Active Directory,Mot de passe,Moyenne,TECH_02,Téléphone,2.85,Respecté,4,Saturday,15,5,1
HD005301,2026-06-08 18:43:20.353572,2026-06-09 01:33:31.001480,Juridique,Réseau,VPN,Faible,TECH_02,Téléphone,6.84,Respecté,4,Monday,18,6,1
HD005302,2025-09-12 14:37:53.378735,2025-09-13 01:51:39.814577,Juridique,Réseau,DNS,Critique,TECH_08,Portail,11.23,Dépassé,2,Friday,14,9,0
HD005303,2025-07-24 11:55:35.751535,2025-07-24 14:16:38.206716,Direction,Active Directory,Mot de passe,Faible,TECH_02,Portail,2.35,Respecté,5,Thursday,11,7,1
HD005304,2026-04-16 23:47:27.423676,2026-04-17 05:47:23.696845,Achats,Réseau,WiFi,Faible,TECH_08,Email,6.0,Respecté,4,Thursday,23,4,1
HD005305,2025-10-18 03:54:02.927373,2025-10-18 06:30:38.465885,IT,Active Directory,Compte verrouillé,Faible,TECH_07,Email,2.61,Respecté,4,Saturday,3,10,1
HD005306,2026-05-02 14:30:36.791922,2026-05-02 18:24:48.335049,IT,Matériel,Écran,Faible,TECH_04,Portail,3.9,Respecté,4,Saturday,14,5,1
HD005307,2025-12-17 13:03:47.741421,2025-12-17 21:33:53.797136,Achats,Logiciel,Office,Haute,TECH_08,Portail,8.5,Dépassé,3,Wednesday,13,12,0
HD005308,2025-04-20 15:03:03.671837,2025-04-20 21:04:16.151307,Juridique,Matériel,PC,Faible,TECH_02,Email,6.02,Respecté,4,Sunday,15,4,1
HD005309,2026-05-04 18:08:31.556025,2026-05-05 03:28:08.795574,Finance,Réseau,Switch,Faible,TECH_06,Email,9.33,Dépassé,3,Monday,18,5,0
HD005310,2025-03-16 22:39:00.794589,2025-03-17 02:56:00.354311,Achats,Messagerie,Exchange,Faible,TECH_07,Email,4.28,Respecté,3,Sunday,22,3,1
HD005311,2025-11-11 00:49:45.643869,2025-11-11 02:24:52.490131,Juridique,Réseau,VPN,Moyenne,TECH_05,Email,1.59,Respecté,5,Tuesday,0,11,1
HD005312,2025-08-21 19:53:26.084571,2025-08-22 08:52:34.077900,RH,Réseau,VPN,Moyenne,TECH_05,Email,12.99,Dépassé,3,Thursday,19,8,0
HD005313,2026-04-21 20:51:18.826959,2026-04-21 21:28:05.806200,RH,Matériel,PC,Faible,TECH_07,Email,0.61,Respecté,5,Tuesday,20,4,1
HD005314,2026-01-24 23:31:37.880975,2026-01-25 04:27:05.096727,IT,Matériel,Écran,Moyenne,TECH_09,Portail,4.92,Respecté,4,Saturday,23,1,1
HD005315,2025-06-25 10:02:02.281682,2025-06-25 17:35:58.784063,Achats,Messagerie,Exchange,Faible,TECH_03,Portail,7.57,Respecté,3,Wednesday,10,6,1
HD005316,2025-12-11 22:52:32.222337,2025-12-12 00:12:56.562311,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_09,Portail,1.34,Respecté,5,Thursday,22,12,1
HD005317,2026-03-26 01:20:55.100033,2026-03-26 05:43:01.368899,IT,Active Directory,Compte verrouillé,Moyenne,TECH_01,Email,4.37,Respecté,5,Thursday,1,3,1
HD005318,2026-02-26 05:07:10.296989,2026-02-26 12:19:40.358116,IT,Messagerie,Exchange,Moyenne,TECH_10,Email,7.21,Respecté,3,Thursday,5,2,1
HD005319,2026-06-29 17:22:14.662555,2026-06-30 05:17:55.792287,Juridique,Sécurité,Phishing,Moyenne,TECH_01,Portail,11.93,Dépassé,3,Monday,17,6,0
HD005320,2025-02-09 03:59:45.378730,2025-02-09 11:52:33.866417,RH,Réseau,VPN,Faible,TECH_02,Téléphone,7.88,Respecté,3,Sunday,3,2,1
HD005321,2026-03-21 13:57:29.527397,2026-03-21 21:33:09.585942,IT,Matériel,Écran,Faible,TECH_01,Téléphone,7.59,Respecté,3,Saturday,13,3,1
HD005322,2025-04-26 18:21:53.649546,2025-04-26 23:31:45.510615,Finance,Logiciel,ERP,Moyenne,TECH_06,Téléphone,5.16,Respecté,4,Saturday,18,4,1
HD005323,2026-06-17 21:53:00.301235,2026-06-18 02:52:54.140918,Juridique,Matériel,PC,Faible,TECH_02,Portail,5.0,Respecté,4,Wednesday,21,6,1
HD005324,2025-08-25 06:36:27.663316,2025-08-25 13:00:31.242170,IT,Matériel,Imprimante,Moyenne,TECH_01,Portail,6.4,Respecté,3,Monday,6,8,1
HD005325,2026-01-04 20:11:54.884684,2026-01-05 01:06:12.884109,Production,Active Directory,Mot de passe,Moyenne,TECH_06,Portail,4.9,Respecté,4,Sunday,20,1,1
HD005326,2025-11-27 14:07:14.931110,2025-11-27 17:44:59.111904,Achats,Active Directory,Compte verrouillé,Faible,TECH_09,Email,3.63,Respecté,4,Thursday,14,11,1
HD005327,2026-06-02 22:05:27.310719,2026-06-03 04:18:41.009962,Juridique,Logiciel,SAP,Faible,TECH_08,Portail,6.22,Respecté,5,Tuesday,22,6,1
HD005328,2026-05-01 02:50:30.352416,2026-05-01 08:27:54.119367,Achats,Logiciel,Office,Moyenne,TECH_09,Téléphone,5.62,Respecté,4,Friday,2,5,1
HD005329,2026-06-02 23:32:10.199636,2026-06-03 07:54:36.651611,Finance,Réseau,Switch,Faible,TECH_05,Portail,8.37,Dépassé,4,Tuesday,23,6,0
HD005330,2026-05-22 18:46:17.028323,2026-05-23 01:52:53.421075,RH,Matériel,Écran,Haute,TECH_01,Email,7.11,Respecté,3,Friday,18,5,1
HD005331,2025-04-02 13:39:54.308456,2025-04-02 17:03:03.234187,Finance,Active Directory,Compte verrouillé,Moyenne,TECH_05,Email,3.39,Respecté,4,Wednesday,13,4,1
HD005332,2025-02-22 13:24:46.543285,2025-02-22 16:01:28.600961,IT,Matériel,Écran,Faible,TECH_06,Téléphone,2.61,Respecté,4,Saturday,13,2,1
HD005333,2025-03-07 15:17:50.338924,2025-03-07 20:39:59.789094,Juridique,Messagerie,Outlook,Faible,TECH_02,Portail,5.37,Respecté,3,Friday,15,3,1
HD005334,2026-06-18 00:27:14.579785,2026-06-18 04:11:03.307711,IT,Sécurité,Phishing,Moyenne,TECH_09,Portail,3.73,Respecté,4,Thursday,0,6,1
HD005335,2026-06-08 00:38:41.428194,2026-06-08 07:52:30.937638,Achats,Sécurité,Phishing,Moyenne,TECH_08,Portail,7.23,Respecté,4,Monday,0,6,1
HD005336,2026-06-23 20:09:40.262700,2026-06-24 10:33:55.943527,Direction,Réseau,VPN,Haute,TECH_08,Téléphone,14.4,Dépassé,3,Tuesday,20,6,0
HD005337,2025-07-24 02:14:17.690252,2025-07-24 13:33:03.342396,IT,Sécurité,Antivirus,Faible,TECH_09,Téléphone,11.31,Dépassé,3,Thursday,2,7,0
HD005338,2025-10-02 12:22:18.153299,2025-10-02 19:50:45.640322,Finance,Logiciel,ERP,Faible,TECH_09,Email,7.47,Respecté,4,Thursday,12,10,1
HD005339,2025-08-13 21:56:30.068793,2025-08-14 02:30:55.817899,Direction,Messagerie,Outlook,Haute,TECH_09,Email,4.57,Respecté,4,Wednesday,21,8,1
HD005340,2026-03-31 01:47:59.355883,2026-03-31 06:30:46.708724,Direction,Matériel,PC,Faible,TECH_08,Email,4.71,Respecté,4,Tuesday,1,3,1
HD005341,2025-02-11 09:31:06.169736,2025-02-12 03:27:09.537965,Production,Sécurité,Antivirus,Haute,TECH_04,Email,17.93,Dépassé,1,Tuesday,9,2,0
HD005342,2026-05-28 17:30:52.447968,2026-05-28 19:46:02.465657,Juridique,Active Directory,Compte verrouillé,Faible,TECH_02,Portail,2.25,Respecté,4,Thursday,17,5,1
HD005343,2025-09-19 22:10:50.530121,2025-09-20 05:19:42.663976,Production,Réseau,WiFi,Faible,TECH_04,Portail,7.15,Respecté,4,Friday,22,9,1
HD005344,2026-05-05 21:52:53.307429,2026-05-06 02:13:16.927735,Juridique,Logiciel,ERP,Faible,TECH_05,Portail,4.34,Respecté,5,Tuesday,21,5,1
HD005345,2025-05-01 09:27:30.292644,2025-05-01 12:50:30.391966,Direction,Messagerie,Outlook,Moyenne,TECH_09,Email,3.38,Respecté,5,Thursday,9,5,1
HD005346,2025-01-18 16:36:13.571918,2025-01-19 04:53:01.192367,Production,Réseau,Switch,Faible,TECH_09,Email,12.28,Dépassé,3,Saturday,16,1,0
HD005347,2025-12-04 09:21:40.201574,2025-12-04 13:29:42.703030,Finance,Messagerie,Outlook,Faible,TECH_05,Téléphone,4.13,Respecté,3,Thursday,9,12,1
HD005348,2025-01-24 18:44:53.116539,2025-01-25 10:10:07.006375,Direction,Sécurité,Phishing,Faible,TECH_09,Téléphone,15.42,Dépassé,2,Friday,18,1,0
HD005349,2025-07-20 17:04:25.509673,2025-07-20 19:58:44.691233,Juridique,Messagerie,Outlook,Faible,TECH_07,Email,2.91,Respecté,5,Sunday,17,7,1
HD005350,2025-12-14 08:35:28.046310,2025-12-14 21:03:43.222755,Juridique,Sécurité,Antivirus,Moyenne,TECH_01,Téléphone,12.47,Dépassé,3,Sunday,8,12,0
HD005351,2025-02-10 10:31:18.774337,2025-02-10 13:03:03.549945,Production,Matériel,PC,Haute,TECH_03,Téléphone,2.53,Respecté,4,Monday,10,2,1
HD005352,2025-03-04 09:15:28.233225,2025-03-04 20:29:09.459788,Production,Réseau,Switch,Faible,TECH_01,Portail,11.23,Dépassé,4,Tuesday,9,3,0
HD005353,2026-05-16 16:20:19.792647,2026-05-16 19:19:50.698447,Finance,Logiciel,SAP,Haute,TECH_09,Téléphone,2.99,Respecté,4,Saturday,16,5,1
HD005354,2026-04-05 02:16:32.688138,2026-04-05 04:08:39.269053,RH,Active Directory,Compte verrouillé,Moyenne,TECH_09,Portail,1.87,Respecté,5,Sunday,2,4,1
HD005355,2025-01-01 10:41:21.320573,2025-01-01 12:03:03.455281,RH,Active Directory,Compte verrouillé,Faible,TECH_01,Email,1.36,Respecté,4,Wednesday,10,1,1
HD005356,2025-05-23 22:14:42.200650,2025-05-24 08:01:13.050369,Finance,Réseau,WiFi,Faible,TECH_06,Email,9.78,Dépassé,3,Friday,22,5,0
HD005357,2025-01-14 23:54:17.162651,2025-01-15 13:00:32.934720,Achats,Sécurité,Antivirus,Moyenne,TECH_06,Email,13.1,Dépassé,3,Tuesday,23,1,0
HD005358,2025-05-16 15:32:17.513001,2025-05-16 18:25:00.801783,Achats,Active Directory,Compte verrouillé,Haute,TECH_03,Portail,2.88,Respecté,5,Friday,15,5,1
HD005359,2025-09-08 19:05:26.305136,2025-09-08 23:21:44.785782,RH,Logiciel,SAP,Faible,TECH_02,Téléphone,4.27,Respecté,4,Monday,19,9,1
HD005360,2026-02-23 02:37:46.885488,2026-02-23 13:37:27.302647,Direction,Sécurité,Phishing,Faible,TECH_06,Téléphone,10.99,Dépassé,2,Monday,2,2,0
HD005361,2025-08-04 08:58:57.647199,2025-08-04 09:28:57.647199,Achats,Messagerie,Exchange,Faible,TECH_02,Email,0.5,Respecté,4,Monday,8,8,1
HD005362,2025-01-15 12:38:30.254810,2025-01-15 20:48:50.276556,Production,Matériel,PC,Moyenne,TECH_01,Téléphone,8.17,Dépassé,3,Wednesday,12,1,0
HD005363,2025-08-18 11:43:17.762740,2025-08-18 13:54:52.154710,RH,Active Directory,Mot de passe,Faible,TECH_04,Email,2.19,Respecté,5,Monday,11,8,1
HD005364,2025-04-19 17:31:46.881164,2025-04-19 23:51:31.658547,IT,Messagerie,Exchange,Haute,TECH_05,Email,6.33,Respecté,4,Saturday,17,4,1
HD005365,2026-01-14 06:03:53.404199,2026-01-14 13:31:04.858804,Production,Réseau,Switch,Faible,TECH_01,Email,7.45,Respecté,4,Wednesday,6,1,1
HD005366,2026-04-27 10:41:22.852069,2026-04-27 14:43:07.678214,Juridique,Sécurité,Antivirus,Faible,TECH_10,Téléphone,4.03,Respecté,4,Monday,10,4,1
HD005367,2026-01-06 06:56:39.812025,2026-01-06 10:11:22.884797,RH,Logiciel,Office,Moyenne,TECH_02,Portail,3.25,Respecté,4,Tuesday,6,1,1
HD005368,2026-03-05 01:05:17.903642,2026-03-05 04:36:10.173062,Finance,Sécurité,Phishing,Moyenne,TECH_10,Téléphone,3.51,Respecté,5,Thursday,1,3,1
HD005369,2025-12-10 02:22:58.551619,2025-12-10 05:32:43.297395,Direction,Matériel,Écran,Moyenne,TECH_09,Téléphone,3.16,Respecté,4,Wednesday,2,12,1
HD005370,2025-08-25 16:13:09.009975,2025-08-26 04:23:53.456775,IT,Sécurité,Phishing,Faible,TECH_03,Téléphone,12.18,Dépassé,3,Monday,16,8,0
HD005371,2026-03-23 17:35:06.392105,2026-03-24 00:06:19.261930,IT,Matériel,Écran,Moyenne,TECH_01,Portail,6.52,Respecté,3,Monday,17,3,1
HD005372,2026-01-16 00:36:53.631365,2026-01-16 04:30:16.730243,Finance,Matériel,PC,Faible,TECH_08,Portail,3.89,Respecté,3,Friday,0,1,1
HD005373,2026-03-26 02:40:14.911969,2026-03-26 08:07:41.952146,RH,Logiciel,SAP,Faible,TECH_09,Portail,5.46,Respecté,3,Thursday,2,3,1
HD005374,2025-03-15 08:06:00.415834,2025-03-15 13:47:20.419433,Achats,Logiciel,SAP,Haute,TECH_09,Portail,5.69,Respecté,4,Saturday,8,3,1
HD005375,2025-02-05 14:28:57.293730,2025-02-05 20:08:36.181729,Finance,Matériel,Imprimante,Haute,TECH_08,Portail,5.66,Respecté,4,Wednesday,14,2,1
HD005376,2026-05-14 10:21:40.114102,2026-05-14 16:43:43.914122,RH,Messagerie,Outlook,Faible,TECH_03,Email,6.37,Respecté,3,Thursday,10,5,1
HD005377,2026-04-20 16:37:05.001483,2026-04-20 21:16:18.671029,IT,Sécurité,Antivirus,Faible,TECH_01,Email,4.65,Respecté,5,Monday,16,4,1
HD005378,2025-09-29 14:57:38.916584,2025-09-29 18:33:43.369021,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_04,Email,3.6,Respecté,5,Monday,14,9,1
HD005379,2025-03-31 01:53:40.811703,2025-03-31 05:41:36.179676,Juridique,Matériel,PC,Faible,TECH_03,Email,3.8,Respecté,4,Monday,1,3,1
HD005380,2025-07-14 03:38:09.741772,2025-07-14 08:27:15.545105,Finance,Active Directory,Compte verrouillé,Haute,TECH_10,Email,4.82,Respecté,4,Monday,3,7,1
HD005381,2026-05-11 14:05:13.392714,2026-05-11 17:16:17.593069,IT,Messagerie,Exchange,Faible,TECH_05,Portail,3.18,Respecté,4,Monday,14,5,1
HD005382,2025-05-11 23:55:39.559216,2025-05-12 04:13:34.710781,Direction,Messagerie,Exchange,Faible,TECH_07,Email,4.3,Respecté,4,Sunday,23,5,1
HD005383,2025-02-16 05:38:26.233546,2025-02-16 10:47:57.319243,Production,Active Directory,Compte verrouillé,Moyenne,TECH_04,Email,5.16,Respecté,3,Sunday,5,2,1
HD005384,2025-01-28 15:54:28.391108,2025-01-28 22:05:34.542378,RH,Logiciel,SAP,Faible,TECH_10,Email,6.19,Respecté,4,Tuesday,15,1,1
HD005385,2025-04-15 04:53:43.833066,2025-04-15 07:14:49.804803,RH,Active Directory,Mot de passe,Faible,TECH_07,Portail,2.35,Respecté,4,Tuesday,4,4,1
HD005386,2025-12-22 08:47:10.428216,2025-12-22 23:02:38.283058,IT,Sécurité,Antivirus,Moyenne,TECH_08,Portail,14.26,Dépassé,2,Monday,8,12,0
HD005387,2025-06-25 12:25:34.787566,2025-06-25 14:45:56.682600,Achats,Logiciel,Office,Faible,TECH_09,Portail,2.34,Respecté,4,Wednesday,12,6,1
HD005388,2025-06-01 00:14:36.815932,2025-06-01 02:34:35.041551,Finance,Active Directory,Compte verrouillé,Faible,TECH_06,Email,2.33,Respecté,5,Sunday,0,6,1
HD005389,2025-09-23 20:30:58.218806,2025-09-24 04:03:20.879129,IT,Messagerie,Exchange,Moyenne,TECH_06,Portail,7.54,Respecté,4,Tuesday,20,9,1
HD005390,2025-09-12 04:58:39.523342,2025-09-12 10:35:22.435517,Juridique,Messagerie,Outlook,Faible,TECH_10,Email,5.61,Respecté,5,Friday,4,9,1
HD005391,2026-04-19 05:25:32.857542,2026-04-19 12:47:24.988348,IT,Logiciel,ERP,Faible,TECH_07,Email,7.36,Respecté,4,Sunday,5,4,1
HD005392,2026-03-04 15:16:56.316381,2026-03-04 17:34:50.978111,IT,Active Directory,Compte verrouillé,Critique,TECH_04,Téléphone,2.3,Respecté,5,Wednesday,15,3,1
HD005393,2026-07-01 17:32:20.491319,2026-07-01 23:29:16.049199,Finance,Matériel,PC,Moyenne,TECH_03,Téléphone,5.95,Respecté,3,Wednesday,17,7,1
HD005394,2025-08-16 23:29:02.727132,2025-08-17 03:59:30.474849,IT,Active Directory,Mot de passe,Faible,TECH_06,Téléphone,4.51,Respecté,4,Saturday,23,8,1
HD005395,2026-01-10 01:17:25.570746,2026-01-10 06:36:59.580666,RH,Active Directory,Mot de passe,Critique,TECH_03,Portail,5.33,Respecté,4,Saturday,1,1,1
HD005396,2025-05-11 21:36:01.417160,2025-05-12 07:35:45.437473,Direction,Sécurité,Phishing,Critique,TECH_07,Portail,10.0,Dépassé,3,Sunday,21,5,0
HD005397,2026-03-20 07:26:40.594274,2026-03-20 15:03:21.248124,Achats,Messagerie,Outlook,Moyenne,TECH_08,Téléphone,7.61,Respecté,3,Friday,7,3,1
HD005398,2025-01-06 12:29:47.900148,2025-01-06 15:49:01.358815,Achats,Logiciel,SAP,Faible,TECH_01,Email,3.32,Respecté,4,Monday,12,1,1
HD005399,2025-11-14 07:16:13.885109,2025-11-14 12:42:37.005321,IT,Sécurité,Antivirus,Moyenne,TECH_09,Téléphone,5.44,Respecté,4,Friday,7,11,1
HD005400,2025-05-19 06:39:08.363532,2025-05-19 08:31:39.603054,RH,Active Directory,Mot de passe,Moyenne,TECH_08,Téléphone,1.88,Respecté,4,Monday,6,5,1
HD005401,2025-08-07 19:52:53.601123,2025-08-08 04:13:30.819305,Finance,Messagerie,Outlook,Faible,TECH_08,Téléphone,8.34,Dépassé,4,Thursday,19,8,0
HD005402,2025-01-31 14:41:00.849401,2025-01-31 21:00:49.815353,Finance,Sécurité,Phishing,Moyenne,TECH_10,Portail,6.33,Respecté,4,Friday,14,1,1
HD005403,2025-03-04 16:19:57.875845,2025-03-04 21:44:53.790173,Direction,Logiciel,Office,Haute,TECH_01,Email,5.42,Respecté,4,Tuesday,16,3,1
HD005404,2025-03-26 12:43:29.683402,2025-03-26 22:07:53.514071,Direction,Messagerie,Exchange,Faible,TECH_01,Téléphone,9.41,Dépassé,3,Wednesday,12,3,0
HD005405,2026-02-19 02:47:57.940097,2026-02-19 10:26:29.546760,Production,Active Directory,Mot de passe,Critique,TECH_09,Email,7.64,Respecté,4,Thursday,2,2,1
HD005406,2026-01-19 12:05:37.846264,2026-01-19 19:29:47.493934,Direction,Réseau,WiFi,Faible,TECH_07,Téléphone,7.4,Respecté,3,Monday,12,1,1
HD005407,2025-04-10 05:17:35.322245,2025-04-10 22:02:14.896663,IT,Sécurité,Antivirus,Faible,TECH_07,Téléphone,16.74,Dépassé,1,Thursday,5,4,0
HD005408,2025-03-31 12:18:41.863402,2025-03-31 20:11:12.669626,Achats,Réseau,VPN,Faible,TECH_08,Portail,7.88,Respecté,3,Monday,12,3,1
HD005409,2025-02-06 16:22:41.840523,2025-02-06 22:54:03.505491,Juridique,Messagerie,Outlook,Haute,TECH_10,Téléphone,6.52,Respecté,4,Thursday,16,2,1
HD005410,2026-02-05 23:11:56.008463,2026-02-06 04:43:31.519973,Finance,Messagerie,Exchange,Moyenne,TECH_09,Portail,5.53,Respecté,4,Thursday,23,2,1
HD005411,2026-03-08 13:32:33.918650,2026-03-08 22:49:20.455051,RH,Sécurité,Phishing,Faible,TECH_03,Email,9.28,Dépassé,2,Sunday,13,3,0
HD005412,2025-11-01 08:27:26.435390,2025-11-01 13:41:01.187472,Direction,Messagerie,Exchange,Faible,TECH_03,Email,5.23,Respecté,4,Saturday,8,11,1
HD005413,2025-01-02 03:55:12.182991,2025-01-02 06:34:57.061646,IT,Réseau,Switch,Faible,TECH_09,Email,2.66,Respecté,4,Thursday,3,1,1
HD005414,2026-02-05 14:32:01.941893,2026-02-07 03:18:20.053712,IT,Sécurité,Antivirus,Critique,TECH_09,Email,36.77,Dépassé,1,Thursday,14,2,0
HD005415,2025-09-21 05:26:52.337638,2025-09-21 11:43:06.961758,Juridique,Logiciel,ERP,Moyenne,TECH_04,Email,6.27,Respecté,4,Sunday,5,9,1
HD005416,2026-05-23 18:14:12.967138,2026-05-23 23:59:22.514033,Direction,Messagerie,Exchange,Faible,TECH_05,Portail,5.75,Respecté,4,Saturday,18,5,1
HD005417,2025-04-10 21:02:03.365850,2025-04-11 02:01:07.091246,Juridique,Matériel,Imprimante,Moyenne,TECH_10,Portail,4.98,Respecté,3,Thursday,21,4,1
HD005418,2026-07-01 22:04:33.394645,2026-07-02 04:56:55.023786,Production,Messagerie,Outlook,Moyenne,TECH_07,Portail,6.87,Respecté,3,Wednesday,22,7,1
HD005419,2026-03-06 22:11:12.748393,2026-03-07 04:56:46.866847,RH,Messagerie,Outlook,Moyenne,TECH_05,Email,6.76,Respecté,3,Friday,22,3,1
HD005420,2025-08-14 09:08:40.464422,2025-08-14 12:22:33.676960,IT,Messagerie,Outlook,Moyenne,TECH_03,Portail,3.23,Respecté,4,Thursday,9,8,1
HD005421,2025-09-20 13:52:59.262540,2025-09-20 21:16:43.004483,Direction,Logiciel,ERP,Haute,TECH_08,Email,7.4,Respecté,4,Saturday,13,9,1
HD005422,2025-01-15 08:17:43.968974,2025-01-15 16:59:13.551296,RH,Sécurité,Antivirus,Moyenne,TECH_04,Téléphone,8.69,Dépassé,3,Wednesday,8,1,0
HD005423,2025-10-27 21:36:45.417050,2025-10-28 02:35:50.208875,Production,Matériel,PC,Faible,TECH_05,Portail,4.98,Respecté,4,Monday,21,10,1
HD005424,2025-08-11 14:35:56.588587,2025-08-11 22:22:29.932100,RH,Messagerie,Exchange,Critique,TECH_05,Téléphone,7.78,Respecté,3,Monday,14,8,1
HD005425,2026-04-03 03:06:12.878030,2026-04-03 06:31:20.563637,RH,Matériel,Écran,Faible,TECH_05,Téléphone,3.42,Respecté,4,Friday,3,4,1
HD005426,2025-12-30 12:56:01.178309,2025-12-30 19:38:49.167172,Achats,Messagerie,Exchange,Faible,TECH_06,Portail,6.71,Respecté,4,Tuesday,12,12,1
HD005427,2025-05-04 22:07:30.639300,2025-05-05 01:08:07.451007,Finance,Active Directory,Mot de passe,Moyenne,TECH_08,Portail,3.01,Respecté,5,Sunday,22,5,1
HD005428,2025-02-23 09:43:40.275001,2025-02-23 16:31:27.927428,Achats,Réseau,WiFi,Moyenne,TECH_10,Portail,6.8,Respecté,5,Sunday,9,2,1
HD005429,2026-04-11 15:14:02.042118,2026-04-12 08:57:26.032948,Production,Sécurité,Antivirus,Haute,TECH_04,Email,17.72,Dépassé,2,Saturday,15,4,0
HD005430,2025-05-03 12:55:07.431379,2025-05-04 03:35:49.204303,Direction,Sécurité,Phishing,Moyenne,TECH_04,Portail,14.68,Dépassé,2,Saturday,12,5,0
HD005431,2025-12-30 05:59:51.761479,2025-12-30 14:30:04.694241,RH,Messagerie,Outlook,Faible,TECH_05,Portail,8.5,Dépassé,4,Tuesday,5,12,0
HD005432,2025-03-28 22:16:36.310945,2025-03-29 18:18:26.955045,Direction,Sécurité,Antivirus,Critique,TECH_10,Portail,20.03,Dépassé,1,Friday,22,3,0
HD005433,2025-06-09 21:08:15.227006,2025-06-10 11:32:31.114776,IT,Sécurité,Phishing,Haute,TECH_01,Email,14.4,Dépassé,2,Monday,21,6,0
HD005434,2025-10-12 08:52:52.439763,2025-10-12 12:40:03.297302,Finance,Messagerie,Exchange,Haute,TECH_03,Téléphone,3.79,Respecté,4,Sunday,8,10,1
HD005435,2025-09-06 07:02:39.497490,2025-09-06 12:57:13.257944,Finance,Matériel,PC,Faible,TECH_10,Portail,5.91,Respecté,4,Saturday,7,9,1
HD005436,2025-11-17 04:00:51.736129,2025-11-17 05:52:03.316973,Direction,Active Directory,Mot de passe,Moyenne,TECH_10,Email,1.85,Respecté,4,Monday,4,11,1
HD005437,2026-05-03 18:59:50.649257,2026-05-04 03:39:32.250573,RH,Logiciel,SAP,Critique,TECH_02,Email,8.66,Dépassé,3,Sunday,18,5,0
HD005438,2025-08-31 10:58:26.628397,2025-08-31 15:11:20.210905,Juridique,Active Directory,Compte verrouillé,Moyenne,TECH_06,Téléphone,4.21,Respecté,4,Sunday,10,8,1
HD005439,2025-01-23 14:04:39.913301,2025-01-24 09:38:37.363618,IT,Sécurité,Antivirus,Moyenne,TECH_10,Téléphone,19.57,Dépassé,1,Thursday,14,1,0
HD005440,2026-04-29 04:29:22.105353,2026-04-29 21:28:59.183614,Achats,Sécurité,Phishing,Moyenne,TECH_05,Téléphone,16.99,Dépassé,1,Wednesday,4,4,0
HD005441,2025-06-30 23:57:13.105793,2025-07-01 13:16:55.118232,IT,Réseau,Switch,Moyenne,TECH_08,Téléphone,13.33,Dépassé,2,Monday,23,6,0
HD005442,2026-05-15 05:43:47.480463,2026-05-15 19:46:23.806183,IT,Sécurité,Phishing,Haute,TECH_01,Téléphone,14.04,Dépassé,1,Friday,5,5,0
HD005443,2026-02-09 14:35:29.753846,2026-02-09 18:32:14.132232,Achats,Active Directory,Compte verrouillé,Faible,TECH_03,Portail,3.95,Respecté,4,Monday,14,2,1
HD005444,2025-08-08 02:21:51.470850,2025-08-08 07:55:50.690551,Juridique,Messagerie,Outlook,Moyenne,TECH_10,Portail,5.57,Respecté,3,Friday,2,8,1
HD005445,2025-05-13 01:59:01.496254,2025-05-14 03:53:59.154265,Direction,Réseau,VPN,Critique,TECH_02,Email,25.92,Dépassé,1,Tuesday,1,5,0
HD005446,2025-07-19 09:33:24.997701,2025-07-19 15:16:52.314491,RH,Sécurité,Phishing,Moyenne,TECH_05,Email,5.72,Respecté,3,Saturday,9,7,1
HD005447,2025-10-24 02:40:26.190470,2025-10-24 13:16:15.865036,RH,Messagerie,Exchange,Moyenne,TECH_09,Téléphone,10.6,Dépassé,3,Friday,2,10,0
